image,mask,center,split,test_group
data_C5/images_C5/EndoCV2021_C5_50000123.jpg,data_C5/masks_C5/EndoCV2021_C5_50000123_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000124.jpg,data_C5/masks_C5/EndoCV2021_C5_50000124_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000125.jpg,data_C5/masks_C5/EndoCV2021_C5_50000125_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000126.jpg,data_C5/masks_C5/EndoCV2021_C5_50000126_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000127.jpg,data_C5/masks_C5/EndoCV2021_C5_50000127_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000128.jpg,data_C5/masks_C5/EndoCV2021_C5_50000128_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000129.jpg,data_C5/masks_C5/EndoCV2021_C5_50000129_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000138.jpg,data_C5/masks_C5/EndoCV2021_C5_50000138_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000139.jpg,data_C5/masks_C5/EndoCV2021_C5_50000139_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000140.jpg,data_C5/masks_C5/EndoCV2021_C5_50000140_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000141.jpg,data_C5/masks_C5/EndoCV2021_C5_50000141_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000143.jpg,data_C5/masks_C5/EndoCV2021_C5_50000143_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000144.jpg,data_C5/masks_C5/EndoCV2021_C5_50000144_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000145.jpg,data_C5/masks_C5/EndoCV2021_C5_50000145_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000146.jpg,data_C5/masks_C5/EndoCV2021_C5_50000146_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000147.jpg,data_C5/masks_C5/EndoCV2021_C5_50000147_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000148.jpg,data_C5/masks_C5/EndoCV2021_C5_50000148_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000149.jpg,data_C5/masks_C5/EndoCV2021_C5_50000149_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000150.jpg,data_C5/masks_C5/EndoCV2021_C5_50000150_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000151.jpg,data_C5/masks_C5/EndoCV2021_C5_50000151_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000152.jpg,data_C5/masks_C5/EndoCV2021_C5_50000152_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000153.jpg,data_C5/masks_C5/EndoCV2021_C5_50000153_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000166.jpg,data_C5/masks_C5/EndoCV2021_C5_50000166_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000167.jpg,data_C5/masks_C5/EndoCV2021_C5_50000167_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000168.jpg,data_C5/masks_C5/EndoCV2021_C5_50000168_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000172.jpg,data_C5/masks_C5/EndoCV2021_C5_50000172_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000173.jpg,data_C5/masks_C5/EndoCV2021_C5_50000173_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000175.jpg,data_C5/masks_C5/EndoCV2021_C5_50000175_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000178.jpg,data_C5/masks_C5/EndoCV2021_C5_50000178_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000179.jpg,data_C5/masks_C5/EndoCV2021_C5_50000179_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000181.jpg,data_C5/masks_C5/EndoCV2021_C5_50000181_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000182.jpg,data_C5/masks_C5/EndoCV2021_C5_50000182_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000186.jpg,data_C5/masks_C5/EndoCV2021_C5_50000186_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000188.jpg,data_C5/masks_C5/EndoCV2021_C5_50000188_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000190.jpg,data_C5/masks_C5/EndoCV2021_C5_50000190_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000191.jpg,data_C5/masks_C5/EndoCV2021_C5_50000191_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000193.jpg,data_C5/masks_C5/EndoCV2021_C5_50000193_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000194.jpg,data_C5/masks_C5/EndoCV2021_C5_50000194_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000196.jpg,data_C5/masks_C5/EndoCV2021_C5_50000196_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000197.jpg,data_C5/masks_C5/EndoCV2021_C5_50000197_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000198.jpg,data_C5/masks_C5/EndoCV2021_C5_50000198_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000199.jpg,data_C5/masks_C5/EndoCV2021_C5_50000199_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000202.jpg,data_C5/masks_C5/EndoCV2021_C5_50000202_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000203.jpg,data_C5/masks_C5/EndoCV2021_C5_50000203_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000206.jpg,data_C5/masks_C5/EndoCV2021_C5_50000206_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000207.jpg,data_C5/masks_C5/EndoCV2021_C5_50000207_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000208.jpg,data_C5/masks_C5/EndoCV2021_C5_50000208_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000209.jpg,data_C5/masks_C5/EndoCV2021_C5_50000209_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000212.jpg,data_C5/masks_C5/EndoCV2021_C5_50000212_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000214.jpg,data_C5/masks_C5/EndoCV2021_C5_50000214_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000215.jpg,data_C5/masks_C5/EndoCV2021_C5_50000215_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000219.jpg,data_C5/masks_C5/EndoCV2021_C5_50000219_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000221.jpg,data_C5/masks_C5/EndoCV2021_C5_50000221_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000222.jpg,data_C5/masks_C5/EndoCV2021_C5_50000222_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000223.jpg,data_C5/masks_C5/EndoCV2021_C5_50000223_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000224.jpg,data_C5/masks_C5/EndoCV2021_C5_50000224_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000227.jpg,data_C5/masks_C5/EndoCV2021_C5_50000227_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000228.jpg,data_C5/masks_C5/EndoCV2021_C5_50000228_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000229.jpg,data_C5/masks_C5/EndoCV2021_C5_50000229_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000230.jpg,data_C5/masks_C5/EndoCV2021_C5_50000230_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000231.jpg,data_C5/masks_C5/EndoCV2021_C5_50000231_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000232.jpg,data_C5/masks_C5/EndoCV2021_C5_50000232_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000233.jpg,data_C5/masks_C5/EndoCV2021_C5_50000233_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000234.jpg,data_C5/masks_C5/EndoCV2021_C5_50000234_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000237.jpg,data_C5/masks_C5/EndoCV2021_C5_50000237_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000239.jpg,data_C5/masks_C5/EndoCV2021_C5_50000239_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000240.jpg,data_C5/masks_C5/EndoCV2021_C5_50000240_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000242.jpg,data_C5/masks_C5/EndoCV2021_C5_50000242_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000243.jpg,data_C5/masks_C5/EndoCV2021_C5_50000243_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000251.jpg,data_C5/masks_C5/EndoCV2021_C5_50000251_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000252.jpg,data_C5/masks_C5/EndoCV2021_C5_50000252_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000253.jpg,data_C5/masks_C5/EndoCV2021_C5_50000253_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000254.jpg,data_C5/masks_C5/EndoCV2021_C5_50000254_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000255.jpg,data_C5/masks_C5/EndoCV2021_C5_50000255_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000256.jpg,data_C5/masks_C5/EndoCV2021_C5_50000256_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000257.jpg,data_C5/masks_C5/EndoCV2021_C5_50000257_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000258.jpg,data_C5/masks_C5/EndoCV2021_C5_50000258_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000259.jpg,data_C5/masks_C5/EndoCV2021_C5_50000259_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000260.jpg,data_C5/masks_C5/EndoCV2021_C5_50000260_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000262.jpg,data_C5/masks_C5/EndoCV2021_C5_50000262_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000263.jpg,data_C5/masks_C5/EndoCV2021_C5_50000263_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000264.jpg,data_C5/masks_C5/EndoCV2021_C5_50000264_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000266.jpg,data_C5/masks_C5/EndoCV2021_C5_50000266_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000267.jpg,data_C5/masks_C5/EndoCV2021_C5_50000267_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000268.jpg,data_C5/masks_C5/EndoCV2021_C5_50000268_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000269.jpg,data_C5/masks_C5/EndoCV2021_C5_50000269_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000270.jpg,data_C5/masks_C5/EndoCV2021_C5_50000270_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000271.jpg,data_C5/masks_C5/EndoCV2021_C5_50000271_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000272.jpg,data_C5/masks_C5/EndoCV2021_C5_50000272_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000275.jpg,data_C5/masks_C5/EndoCV2021_C5_50000275_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000276.jpg,data_C5/masks_C5/EndoCV2021_C5_50000276_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000277.jpg,data_C5/masks_C5/EndoCV2021_C5_50000277_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000278.jpg,data_C5/masks_C5/EndoCV2021_C5_50000278_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000279.jpg,data_C5/masks_C5/EndoCV2021_C5_50000279_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000281.jpg,data_C5/masks_C5/EndoCV2021_C5_50000281_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000282.jpg,data_C5/masks_C5/EndoCV2021_C5_50000282_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000283.jpg,data_C5/masks_C5/EndoCV2021_C5_50000283_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000284.jpg,data_C5/masks_C5/EndoCV2021_C5_50000284_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000285.jpg,data_C5/masks_C5/EndoCV2021_C5_50000285_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000286.jpg,data_C5/masks_C5/EndoCV2021_C5_50000286_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000287.jpg,data_C5/masks_C5/EndoCV2021_C5_50000287_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000296.jpg,data_C5/masks_C5/EndoCV2021_C5_50000296_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000297.jpg,data_C5/masks_C5/EndoCV2021_C5_50000297_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000298.jpg,data_C5/masks_C5/EndoCV2021_C5_50000298_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000299.jpg,data_C5/masks_C5/EndoCV2021_C5_50000299_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000300.jpg,data_C5/masks_C5/EndoCV2021_C5_50000300_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000301.jpg,data_C5/masks_C5/EndoCV2021_C5_50000301_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000302.jpg,data_C5/masks_C5/EndoCV2021_C5_50000302_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000303.jpg,data_C5/masks_C5/EndoCV2021_C5_50000303_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000304.jpg,data_C5/masks_C5/EndoCV2021_C5_50000304_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000306.jpg,data_C5/masks_C5/EndoCV2021_C5_50000306_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000307.jpg,data_C5/masks_C5/EndoCV2021_C5_50000307_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000310.jpg,data_C5/masks_C5/EndoCV2021_C5_50000310_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000313.jpg,data_C5/masks_C5/EndoCV2021_C5_50000313_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000314.jpg,data_C5/masks_C5/EndoCV2021_C5_50000314_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000319.jpg,data_C5/masks_C5/EndoCV2021_C5_50000319_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000322.jpg,data_C5/masks_C5/EndoCV2021_C5_50000322_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000323.jpg,data_C5/masks_C5/EndoCV2021_C5_50000323_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000324.jpg,data_C5/masks_C5/EndoCV2021_C5_50000324_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000327.jpg,data_C5/masks_C5/EndoCV2021_C5_50000327_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000329.jpg,data_C5/masks_C5/EndoCV2021_C5_50000329_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000330.jpg,data_C5/masks_C5/EndoCV2021_C5_50000330_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000333.jpg,data_C5/masks_C5/EndoCV2021_C5_50000333_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000334.jpg,data_C5/masks_C5/EndoCV2021_C5_50000334_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000335.jpg,data_C5/masks_C5/EndoCV2021_C5_50000335_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000336.jpg,data_C5/masks_C5/EndoCV2021_C5_50000336_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000337.jpg,data_C5/masks_C5/EndoCV2021_C5_50000337_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000338.jpg,data_C5/masks_C5/EndoCV2021_C5_50000338_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000339.jpg,data_C5/masks_C5/EndoCV2021_C5_50000339_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000340.jpg,data_C5/masks_C5/EndoCV2021_C5_50000340_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000341.jpg,data_C5/masks_C5/EndoCV2021_C5_50000341_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000343.jpg,data_C5/masks_C5/EndoCV2021_C5_50000343_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000346.jpg,data_C5/masks_C5/EndoCV2021_C5_50000346_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000347.jpg,data_C5/masks_C5/EndoCV2021_C5_50000347_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000348.jpg,data_C5/masks_C5/EndoCV2021_C5_50000348_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000350.jpg,data_C5/masks_C5/EndoCV2021_C5_50000350_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000352.jpg,data_C5/masks_C5/EndoCV2021_C5_50000352_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000354.jpg,data_C5/masks_C5/EndoCV2021_C5_50000354_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000355.jpg,data_C5/masks_C5/EndoCV2021_C5_50000355_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000356.jpg,data_C5/masks_C5/EndoCV2021_C5_50000356_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000358.jpg,data_C5/masks_C5/EndoCV2021_C5_50000358_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000359.jpg,data_C5/masks_C5/EndoCV2021_C5_50000359_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000360.jpg,data_C5/masks_C5/EndoCV2021_C5_50000360_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000361.jpg,data_C5/masks_C5/EndoCV2021_C5_50000361_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000362.jpg,data_C5/masks_C5/EndoCV2021_C5_50000362_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000368.jpg,data_C5/masks_C5/EndoCV2021_C5_50000368_mask.jpg,C5,val,
data_C5/images_C5/EndoCV2021_C5_50000369.jpg,data_C5/masks_C5/EndoCV2021_C5_50000369_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000371.jpg,data_C5/masks_C5/EndoCV2021_C5_50000371_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000372.jpg,data_C5/masks_C5/EndoCV2021_C5_50000372_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000377.jpg,data_C5/masks_C5/EndoCV2021_C5_50000377_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000378.jpg,data_C5/masks_C5/EndoCV2021_C5_50000378_mask.jpg,C5,train,
data_C5/images_C5/EndoCV2021_C5_50000381.jpg,data_C5/masks_C5/EndoCV2021_C5_50000381_mask.jpg,C5,val,
data_C6/images_C6/EndoCV2021_C6_0100001.jpg,data_C6/masks_C6/EndoCV2021_C6_0100001_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100003.jpg,data_C6/masks_C6/EndoCV2021_C6_0100003_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100004.jpg,data_C6/masks_C6/EndoCV2021_C6_0100004_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100005.jpg,data_C6/masks_C6/EndoCV2021_C6_0100005_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100006.jpg,data_C6/masks_C6/EndoCV2021_C6_0100006_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100007.jpg,data_C6/masks_C6/EndoCV2021_C6_0100007_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100008.jpg,data_C6/masks_C6/EndoCV2021_C6_0100008_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100009.jpg,data_C6/masks_C6/EndoCV2021_C6_0100009_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100010.jpg,data_C6/masks_C6/EndoCV2021_C6_0100010_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100011.jpg,data_C6/masks_C6/EndoCV2021_C6_0100011_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100012.jpg,data_C6/masks_C6/EndoCV2021_C6_0100012_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100013.jpg,data_C6/masks_C6/EndoCV2021_C6_0100013_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100014.jpg,data_C6/masks_C6/EndoCV2021_C6_0100014_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100015.jpg,data_C6/masks_C6/EndoCV2021_C6_0100015_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100017.jpg,data_C6/masks_C6/EndoCV2021_C6_0100017_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100018.jpg,data_C6/masks_C6/EndoCV2021_C6_0100018_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100019.jpg,data_C6/masks_C6/EndoCV2021_C6_0100019_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100020.jpg,data_C6/masks_C6/EndoCV2021_C6_0100020_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100021.jpg,data_C6/masks_C6/EndoCV2021_C6_0100021_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100022.jpg,data_C6/masks_C6/EndoCV2021_C6_0100022_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100023.jpg,data_C6/masks_C6/EndoCV2021_C6_0100023_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100025.jpg,data_C6/masks_C6/EndoCV2021_C6_0100025_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100027.jpg,data_C6/masks_C6/EndoCV2021_C6_0100027_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100028.jpg,data_C6/masks_C6/EndoCV2021_C6_0100028_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100030.jpg,data_C6/masks_C6/EndoCV2021_C6_0100030_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100031.jpg,data_C6/masks_C6/EndoCV2021_C6_0100031_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100032.jpg,data_C6/masks_C6/EndoCV2021_C6_0100032_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100033.jpg,data_C6/masks_C6/EndoCV2021_C6_0100033_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100034.jpg,data_C6/masks_C6/EndoCV2021_C6_0100034_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100035.jpg,data_C6/masks_C6/EndoCV2021_C6_0100035_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100036.jpg,data_C6/masks_C6/EndoCV2021_C6_0100036_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100037.jpg,data_C6/masks_C6/EndoCV2021_C6_0100037_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100038.jpg,data_C6/masks_C6/EndoCV2021_C6_0100038_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100039.jpg,data_C6/masks_C6/EndoCV2021_C6_0100039_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100040.jpg,data_C6/masks_C6/EndoCV2021_C6_0100040_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100041.jpg,data_C6/masks_C6/EndoCV2021_C6_0100041_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100042.jpg,data_C6/masks_C6/EndoCV2021_C6_0100042_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100043.jpg,data_C6/masks_C6/EndoCV2021_C6_0100043_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100044.jpg,data_C6/masks_C6/EndoCV2021_C6_0100044_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100045.jpg,data_C6/masks_C6/EndoCV2021_C6_0100045_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100046.jpg,data_C6/masks_C6/EndoCV2021_C6_0100046_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100047.jpg,data_C6/masks_C6/EndoCV2021_C6_0100047_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100049.jpg,data_C6/masks_C6/EndoCV2021_C6_0100049_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100050.jpg,data_C6/masks_C6/EndoCV2021_C6_0100050_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100052.jpg,data_C6/masks_C6/EndoCV2021_C6_0100052_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100053.jpg,data_C6/masks_C6/EndoCV2021_C6_0100053_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100056.jpg,data_C6/masks_C6/EndoCV2021_C6_0100056_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100059.jpg,data_C6/masks_C6/EndoCV2021_C6_0100059_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100060.jpg,data_C6/masks_C6/EndoCV2021_C6_0100060_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100061.jpg,data_C6/masks_C6/EndoCV2021_C6_0100061_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100062.jpg,data_C6/masks_C6/EndoCV2021_C6_0100062_mask.jpg,C6,test,data2
data_C6/images_C6/EndoCV2021_C6_0100063.jpg,data_C6/masks_C6/EndoCV2021_C6_0100063_mask.jpg,C6,test,data2
